B,G,R,S
163,162,112,2
255,255,255,2
205,203,173,2
205,203,173,2
205,203,173,2
205,203,173,2
205,203,173,2
206,204,174,2
206,204,174,2
205,203,173,2
206,204,174,2
207,205,175,2
206,204,174,2
203,201,171,2
199,197,167,2
196,194,164,2
195,193,162,2
198,196,162,2
198,196,161,2
198,196,161,2
198,196,161,2
198,196,162,2
198,196,162,2
198,195,164,2
198,195,164,2
199,197,166,2
198,196,165,2
197,195,165,2
198,196,166,2
200,197,169,2
202,199,171,2
202,199,171,2
199,198,170,2
197,199,170,2
193,196,170,2
191,194,168,2
191,194,169,2
190,192,170,2
187,189,167,2
181,182,162,2
176,177,157,2
175,175,157,2
175,175,157,2
176,176,160,2
176,177,161,2
178,178,162,2
178,179,163,2
179,179,163,2
179,181,162,2
178,180,160,2
177,179,159,2
176,179,157,2
178,180,158,2
178,181,156,2
177,180,155,2
175,176,150,2
172,174,145,2
157,157,127,2
171,172,140,2
188,186,155,2
195,194,160,2
193,192,158,2
190,190,154,2
193,191,156,2
196,194,159,2
196,194,159,2
197,195,160,2
198,196,161,2
199,197,162,2
200,198,163,2
200,198,163,2
201,199,164,2
201,199,164,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
203,200,162,2
206,203,165,2
204,202,162,2
201,199,158,2
200,198,157,2
166,165,121,2
163,163,117,2
167,167,121,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
166,166,118,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,118,2
164,164,118,2
164,164,118,2
165,165,119,2
165,165,117,2
166,166,118,2
166,166,118,2
167,167,119,2
167,167,119,2
168,168,120,2
168,169,119,2
168,169,119,2
168,169,119,2
168,169,119,2
167,168,118,2
167,169,117,2
161,161,107,2
158,159,103,2
159,160,104,2
133,134,78,2
131,131,77,2
134,134,80,2
136,135,84,2
133,132,81,2
134,133,82,2
136,135,85,2
134,133,83,2
131,130,80,2
141,139,91,2
161,159,111,2
178,176,128,2
183,180,135,2
183,182,138,2
181,182,138,2
181,182,138,2
181,182,138,2
181,182,140,2
182,183,141,2
182,183,141,2
182,183,141,2
180,181,141,2
179,180,140,2
179,180,140,2
181,182,142,2
184,185,146,2
184,185,146,2
180,181,142,2
177,178,139,2
165,167,131,2
145,147,111,2
145,149,114,2
157,162,130,2
154,158,129,2
154,157,135,2
129,133,114,2
8,10,0,2
5,6,0,2
3,2,0,2
2,1,0,2
6,6,0,2
18,18,6,2
33,34,18,2
48,50,28,2
57,60,35,2
68,71,45,2
63,66,41,2
26,28,8,2
7,7,0,2
4,5,0,2
3,2,0,2
5,6,4,2
1,2,0,2
0,2,0,2
0,2,0,2
1,2,0,2
1,2,0,2
1,1,1,2
1,1,1,2
3,0,4,2
3,0,5,2
4,1,10,2
3,0,9,2
3,0,4,2
2,0,0,2
2,2,0,2
5,6,0,2
18,18,4,2
30,31,15,2
55,57,38,2
59,61,42,2
67,69,50,2
72,74,55,2
24,24,10,2
9,11,0,2
15,16,6,2
13,14,5,2
1,2,0,2
0,0,0,2
0,0,1,2
3,2,4,2
5,3,3,2
3,1,0,2
9,6,1,2
17,17,3,2
27,29,7,2
43,47,18,2
54,58,23,2
55,60,21,2
60,63,24,2
60,64,23,2
60,64,23,2
62,66,25,2
62,66,25,2
62,66,24,2
62,66,24,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
64,69,24,2
64,69,24,2
64,69,24,2
65,67,25,2
66,68,26,2
67,69,27,2
68,70,28,2
68,71,26,2
68,71,26,2
67,70,25,2
67,70,25,2
66,69,24,2
68,71,26,2
71,74,28,2
74,77,31,2
76,79,33,2
77,80,34,2
76,79,33,2
75,79,30,2
79,82,33,2
79,82,32,2
79,82,32,2
79,82,32,2
80,83,34,2
80,83,34,2
80,83,34,2
80,83,34,2
77,80,31,2
73,76,27,2
70,72,26,2
67,69,23,2
67,69,23,2
68,70,24,2
68,70,24,2
67,69,23,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
68,70,24,2
68,70,24,2
68,70,24,2
68,70,24,2
68,70,24,2
68,70,24,2
72,72,24,2
72,72,24,2
73,73,25,2
74,74,26,2
74,74,26,2
75,75,27,2
76,76,28,2
76,76,28,2
78,79,29,2
78,79,29,2
79,80,30,2
79,80,30,2
80,81,31,2
80,81,31,2
81,82,32,2
81,82,32,2
81,83,31,2
81,83,31,2
82,84,32,2
82,84,32,2
83,85,33,2
84,86,34,2
84,86,34,2
84,86,34,2
84,86,34,2
85,87,35,2
86,88,36,2
87,89,37,2
88,90,38,2
88,90,38,2
89,91,39,2
89,91,39,2
92,92,38,2
92,92,38,2
92,92,38,2
94,94,40,2
97,97,43,2
100,100,46,2
103,103,49,2
105,105,51,2
108,108,54,2
106,106,52,2
107,107,53,2
109,109,55,2
105,105,51,2
103,103,49,2
115,115,61,2
132,131,80,2
185,185,137,2
179,179,133,2
179,179,133,2
181,181,135,2
179,179,133,2
179,179,133,2
180,180,134,2
178,178,132,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
182,179,134,2
182,179,135,2
181,178,134,2
181,178,134,2
181,178,134,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
177,174,130,2
177,174,130,2
177,174,130,2
178,175,131,2
85,61,245,2
85,62,244,2
86,63,245,2
87,65,244,2
88,66,245,2
89,67,246,2
89,67,246,2
89,67,246,2
90,68,247,2
90,68,247,2
90,68,247,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,251,2
89,67,249,2
90,68,247,2
91,69,248,2
87,65,243,2
85,64,240,2
91,68,244,2
98,76,248,2
110,88,255,2
93,72,241,2
109,86,254,2
87,65,231,2
93,71,237,2
89,68,231,2
94,70,234,2
106,84,250,2
99,76,245,2
100,78,250,2
98,75,251,2
91,68,244,2
88,63,243,2
92,67,247,2
93,68,250,2
90,65,247,2
169,167,119,2
169,167,119,2
169,168,118,2
169,168,118,2
169,168,118,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
169,168,118,2
168,167,117,2
168,167,117,2
167,166,116,2
167,166,116,2
166,165,115,2
167,166,116,2
167,166,116,2
165,164,114,2
164,163,113,2
164,163,113,2
164,163,113,2
163,162,112,2
163,162,112,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,110,2
162,161,110,2
163,162,111,2
163,162,111,2
164,163,112,2
164,163,112,2
164,163,112,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
164,163,112,2
164,163,112,2
164,163,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
201,199,168,2
201,199,168,2
202,200,169,2
203,201,170,2
204,202,171,2
204,202,171,2
204,202,171,2
205,203,172,2
206,204,173,2
206,204,173,2
205,203,172,2
202,200,169,2
200,198,167,2
198,196,165,2
197,195,164,2
198,196,162,2
198,196,161,2
198,196,161,2
198,196,161,2
198,196,161,2
198,196,161,2
198,196,162,2
198,196,162,2
200,197,166,2
199,196,165,2
199,196,165,2
199,196,165,2
200,196,167,2
201,197,168,2
202,198,169,2
202,200,170,2
200,200,170,2
197,199,170,2
195,197,168,2
194,196,167,2
193,194,168,2
191,192,166,2
186,186,162,2
183,183,159,2
185,185,161,2
186,186,162,2
188,187,166,2
187,189,167,2
189,188,167,2
186,188,166,2
187,186,165,2
184,186,164,2
183,186,161,2
184,187,162,2
184,187,161,2
186,187,161,2
187,188,162,2
187,189,160,2
188,187,159,2
188,188,158,2
181,179,149,2
188,186,155,2
195,193,162,2
197,196,162,2
195,193,159,2
192,190,155,2
193,191,156,2
194,193,155,2
196,194,159,2
197,195,160,2
198,196,161,2
199,197,162,2
200,198,163,2
200,198,163,2
200,198,163,2
200,198,163,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
202,199,161,2
205,202,164,2
203,201,161,2
202,200,159,2
197,195,154,2
168,167,123,2
166,166,120,2
169,169,123,2
167,167,119,2
167,167,119,2
167,167,119,2
166,166,118,2
166,166,118,2
166,166,118,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
164,164,116,2
164,164,116,2
164,164,116,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,118,2
164,164,118,2
164,164,118,2
165,165,119,2
165,165,119,2
166,166,120,2
166,166,118,2
167,167,119,2
167,167,119,2
167,167,119,2
168,168,120,2
168,168,120,2
168,169,119,2
168,169,119,2
167,168,118,2
167,169,117,2
167,167,113,2
160,161,105,2
158,158,104,2
132,132,78,2
133,132,81,2
137,136,85,2
138,137,87,2
133,132,82,2
133,132,82,2
133,131,83,2
134,132,84,2
140,138,90,2
160,157,112,2
182,179,134,2
189,186,141,2
185,182,138,2
183,182,138,2
183,181,140,2
181,182,140,2
181,182,140,2
181,182,140,2
181,182,140,2
181,182,140,2
182,183,141,2
182,182,142,2
180,180,140,2
178,179,139,2
180,181,141,2
183,184,144,2
186,187,147,2
186,187,148,2
185,186,147,2
178,178,142,2
148,150,114,2
95,99,64,2
101,106,75,2
149,152,126,2
155,158,136,2
86,89,74,2
2,3,0,2
3,5,0,2
1,2,0,2
2,1,0,2
8,8,2,2
23,23,11,2
39,39,21,2
55,55,31,2
63,64,38,2
68,71,46,2
43,45,23,2
13,15,0,2
7,7,0,2
4,5,0,2
3,2,0,2
7,8,6,2
2,2,2,2
0,2,0,2
0,2,0,2
1,2,0,2
1,2,0,2
1,1,1,2
1,1,1,2
3,0,4,2
3,0,4,2
6,4,10,2
3,2,6,2
2,0,1,2
2,0,0,2
5,2,0,2
16,15,5,2
34,34,22,2
49,50,34,2
64,65,49,2
76,77,61,2
76,77,61,2
51,51,37,2
2,3,0,2
2,3,0,2
7,8,0,2
21,23,17,2
1,2,0,2
0,0,0,2
0,0,1,2
2,1,3,2
5,2,4,2
4,2,1,2
10,7,2,2
17,17,5,2
31,32,12,2
43,46,20,2
53,56,24,2
57,61,25,2
62,65,26,2
59,62,23,2
57,60,21,2
62,65,26,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
61,65,24,2
61,65,24,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
62,66,24,2
62,66,24,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
64,69,24,2
64,69,24,2
64,69,24,2
65,68,23,2
67,68,24,2
67,68,24,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
68,69,25,2
71,73,27,2
72,74,28,2
75,77,31,2
77,79,33,2
78,80,34,2
79,81,35,2
78,80,34,2
77,80,31,2
79,82,33,2
79,82,32,2
79,82,32,2
79,82,32,2
80,83,33,2
80,83,33,2
80,83,34,2
80,83,34,2
79,82,33,2
76,79,30,2
72,75,26,2
69,72,23,2
68,71,22,2
68,71,22,2
68,70,24,2
68,70,24,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
72,72,24,2
73,73,25,2
73,73,25,2
74,74,26,2
75,75,27,2
76,76,28,2
76,77,27,2
77,78,28,2
78,79,29,2
79,80,30,2
79,80,30,2
80,81,31,2
80,82,30,2
81,83,31,2
81,83,31,2
82,84,32,2
82,84,32,2
82,84,32,2
83,85,33,2
83,85,33,2
84,86,34,2
84,86,34,2
85,87,35,2
85,87,35,2
86,88,36,2
86,88,36,2
87,89,37,2
88,90,38,2
89,91,39,2
89,91,39,2
90,92,40,2
90,92,40,2
92,92,38,2
93,93,39,2
96,96,42,2
99,99,45,2
102,102,48,2
104,104,50,2
105,105,51,2
106,106,52,2
105,105,51,2
105,105,51,2
106,106,52,2
108,108,54,2
108,108,54,2
107,107,53,2
109,109,55,2
112,111,60,2
169,170,120,2
179,179,131,2
182,182,134,2
180,180,132,2
181,181,133,2
180,180,132,2
179,179,133,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,179,135,2
180,179,135,2
180,179,135,2
180,179,135,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,181,133,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
183,180,135,2
182,179,134,2
182,179,135,2
181,178,134,2
181,178,134,2
181,178,134,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
180,177,133,2
180,177,133,2
180,177,133,2
180,177,133,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
180,177,133,2
180,177,133,2
179,176,132,2
179,176,132,2
178,175,131,2
178,175,131,2
178,175,131,2
178,175,131,2
177,174,130,2
85,62,244,2
85,62,244,2
86,63,245,2
87,65,244,2
87,65,244,2
89,67,246,2
89,67,246,2
89,67,246,2
89,67,246,2
90,68,247,2
90,68,247,2
90,68,247,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
91,69,248,2
90,68,250,2
89,67,249,2
90,68,247,2
91,69,248,2
88,66,244,2
85,64,240,2
91,68,244,2
99,77,249,2
108,86,255,2
94,73,242,2
106,83,251,2
87,65,231,2
93,71,237,2
87,66,229,2
97,73,237,2
106,84,250,2
100,77,246,2
98,76,248,2
95,72,248,2
90,67,243,2
88,63,243,2
91,66,246,2
91,66,248,2
89,64,246,2
169,167,119,2
169,167,119,2
169,168,118,2
169,168,118,2
169,168,118,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
169,168,118,2
169,168,118,2
169,168,118,2
169,168,118,2
168,167,117,2
167,166,116,2
167,166,116,2
166,165,115,2
164,163,113,2
164,163,113,2
164,163,113,2
163,162,112,2
163,162,112,2
163,162,112,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,110,2
162,161,110,2
163,162,111,2
163,162,111,2
163,162,111,2
164,163,112,2
164,163,112,2
164,163,112,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
164,163,112,2
164,163,112,2
164,163,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
197,195,164,2
197,195,164,2
198,196,165,2
199,197,166,2
200,198,167,2
200,198,167,2
201,199,168,2
203,201,170,2
204,202,171,2
204,202,171,2
204,202,171,2
202,200,169,2
200,198,167,2
200,198,167,2
200,199,165,2
198,196,161,2
198,196,161,2
198,196,161,2
198,196,161,2
199,197,162,2
199,197,162,2
199,197,163,2
199,197,163,2
200,197,166,2
200,197,166,2
200,197,166,2
200,197,166,2
199,195,166,2
200,196,167,2
202,198,169,2
202,200,170,2
201,201,171,2
197,200,168,2
196,198,168,2
195,197,167,2
194,196,166,2
193,195,165,2
190,192,163,2
188,190,161,2
188,190,161,2
189,191,162,2
193,192,166,2
192,193,167,2
194,193,167,2
191,192,166,2
192,191,165,2
189,190,164,2
185,186,160,2
186,188,159,2
187,189,160,2
187,189,159,2
186,188,158,2
187,189,159,2
190,190,160,2
192,193,161,2
194,192,161,2
196,195,161,2
197,196,162,2
197,197,161,2
197,195,160,2
195,193,158,2
194,193,155,2
194,193,155,2
197,195,160,2
197,195,160,2
198,196,161,2
199,197,162,2
200,198,163,2
200,198,163,2
200,198,163,2
200,198,163,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,196,158,2
202,199,161,2
200,198,158,2
201,199,158,2
190,188,147,2
166,165,121,2
166,166,120,2
168,168,122,2
166,166,118,2
166,166,118,2
166,166,118,2
165,165,117,2
165,165,117,2
165,165,117,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
163,163,115,2
163,163,115,2
162,162,114,2
162,162,114,2
162,162,114,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,118,2
164,164,118,2
164,164,118,2
165,165,119,2
165,165,119,2
166,166,120,2
166,166,118,2
167,167,119,2
167,167,119,2
167,167,119,2
168,168,120,2
168,168,120,2
168,169,119,2
168,169,119,2
168,169,119,2
167,169,117,2
171,171,117,2
162,163,107,2
159,159,105,2
133,133,79,2
134,133,82,2
137,136,85,2
137,136,86,2
132,131,81,2
133,131,83,2
131,129,81,2
142,140,92,2
164,161,116,2
181,178,133,2
184,181,137,2
183,180,136,2
184,181,137,2
182,180,139,2
182,180,139,2
180,181,139,2
181,182,140,2
181,182,140,2
181,182,140,2
181,182,140,2
181,182,140,2
185,185,145,2
183,183,143,2
180,181,141,2
181,182,142,2
182,183,143,2
184,185,145,2
184,185,146,2
184,185,146,2
187,187,151,2
174,176,140,2
97,98,64,2
29,34,3,2
69,72,46,2
97,99,79,2
11,13,1,2
5,6,0,2
2,3,1,2
0,1,0,2
3,1,0,2
11,11,5,2
29,28,14,2
45,46,26,2
60,61,35,2
66,67,41,2
65,67,45,2
26,26,8,2
4,4,0,2
10,9,0,2
6,5,1,2
4,2,1,2
7,7,7,2
1,1,1,2
0,1,1,2
0,2,0,2
1,2,0,2
1,2,0,2
1,2,0,2
1,1,1,2
3,0,2,2
3,0,4,2
3,2,4,2
1,0,2,2
2,0,0,2
2,0,0,2
10,7,2,2
26,24,16,2
48,48,36,2
64,64,52,2
66,66,52,2
60,60,46,2
61,61,49,2
19,18,8,2
6,7,0,2
3,5,0,2
9,11,5,2
18,19,15,2
3,4,2,2
2,2,2,2
2,2,2,2
2,1,3,2
2,0,1,2
3,1,1,2
12,9,4,2
20,20,8,2
37,37,19,2
45,48,23,2
52,54,24,2
57,61,26,2
63,65,29,2
59,62,23,2
56,58,22,2
62,65,26,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
61,65,24,2
61,65,24,2
60,64,23,2
60,64,23,2
60,64,23,2
60,64,23,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
62,66,24,2
62,66,24,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
64,69,24,2
64,69,24,2
64,69,24,2
66,67,23,2
67,68,24,2
67,68,24,2
67,68,24,2
67,68,24,2
68,69,25,2
68,69,25,2
68,69,25,2
74,76,30,2
75,77,31,2
77,79,33,2
79,81,35,2
80,82,36,2
79,81,35,2
79,81,35,2
78,81,32,2
79,82,33,2
79,82,32,2
80,83,33,2
80,83,33,2
80,83,33,2
80,83,33,2
80,83,34,2
80,83,34,2
81,84,35,2
78,81,32,2
75,78,29,2
71,74,25,2
69,72,23,2
68,71,22,2
68,70,24,2
68,70,24,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
70,72,26,2
70,72,26,2
70,72,26,2
70,72,26,2
70,72,26,2
73,73,25,2
74,74,26,2
74,74,26,2
75,75,27,2
76,76,28,2
77,77,29,2
77,78,28,2
77,78,28,2
79,80,30,2
79,80,30,2
80,81,31,2
81,83,31,2
81,83,31,2
82,84,32,2
82,84,32,2
83,85,33,2
83,85,33,2
84,86,34,2
84,86,34,2
85,87,35,2
85,87,35,2
86,88,36,2
86,88,36,2
87,89,37,2
87,89,37,2
88,90,38,2
88,90,38,2
89,91,39,2
90,92,40,2
91,93,41,2
92,94,42,2
96,96,42,2
98,98,44,2
100,100,46,2
103,103,49,2
105,105,51,2
107,107,53,2
107,107,53,2
107,107,53,2
105,105,51,2
107,107,53,2
108,108,54,2
108,108,54,2
110,110,56,2
113,113,59,2
114,114,60,2
113,112,61,2
141,142,92,2
173,173,125,2
185,185,137,2
177,177,129,2
179,179,131,2
183,183,135,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,180,134,2
180,179,135,2
180,179,135,2
180,179,135,2
180,179,135,2
181,178,134,2
180,177,133,2
180,177,133,2
179,176,132,2
179,176,132,2
178,175,131,2
178,175,131,2
178,175,131,2
176,173,129,2
176,173,129,2
176,173,129,2
175,172,128,2
175,172,127,2
175,172,127,2
175,172,127,2
175,172,127,2
176,173,128,2
176,173,128,2
176,173,128,2
176,173,128,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
174,172,124,2
172,170,122,2
171,169,121,2
169,167,119,2
169,167,119,2
169,167,119,2
169,167,119,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
169,168,118,2
169,168,118,2
169,168,118,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
169,168,118,2
168,167,117,2
166,165,115,2
165,164,114,2
164,163,113,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,110,2
162,161,110,2
162,161,110,2
163,162,111,2
163,162,111,2
163,162,111,2
163,162,111,2
164,163,112,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
164,163,112,2
164,163,112,2
164,163,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
196,195,161,2
196,195,161,2
197,196,162,2
197,196,162,2
197,196,162,2
197,196,162,2
198,197,163,2
199,198,164,2
200,199,165,2
201,200,166,2
201,200,166,2
201,200,166,2
201,200,166,2
201,200,166,2
202,201,167,2
201,199,164,2
201,199,164,2
201,199,164,2
201,199,164,2
202,200,165,2
202,200,165,2
202,200,166,2
202,200,166,2
203,201,167,2
203,201,167,2
204,201,170,2
203,200,169,2
203,200,169,2
202,199,168,2
203,200,169,2
203,201,170,2
200,201,169,2
199,200,166,2
198,199,167,2
197,198,166,2
197,198,166,2
196,197,165,2
195,196,164,2
194,195,163,2
193,194,162,2
194,195,163,2
196,194,164,2
195,195,165,2
197,194,166,2
195,194,166,2
198,195,167,2
196,196,166,2
191,191,161,2
192,192,162,2
192,192,162,2
191,192,160,2
191,192,160,2
191,192,160,2
194,192,161,2
196,195,161,2
196,195,161,2
195,195,159,2
197,195,160,2
198,197,159,2
198,197,159,2
198,197,159,2
196,195,157,2
195,194,156,2
197,195,160,2
197,195,160,2
198,196,161,2
199,197,162,2
200,198,163,2
200,198,163,2
200,198,163,2
200,198,163,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
200,197,159,2
203,200,162,2
199,197,157,2
201,199,158,2
183,181,140,2
165,164,120,2
164,164,118,2
165,165,119,2
166,166,118,2
166,166,118,2
166,166,118,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
165,165,117,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,118,2
164,164,118,2
164,164,118,2
165,165,119,2
165,165,119,2
166,166,120,2
166,166,120,2
167,167,121,2
166,166,118,2
167,167,119,2
167,167,119,2
168,168,120,2
168,168,120,2
168,168,120,2
168,168,120,2
168,169,119,2
174,173,122,2
165,165,111,2
163,162,111,2
136,135,84,2
133,132,82,2
132,131,81,2
132,130,82,2
131,129,81,2
140,137,92,2
148,145,100,2
165,162,117,2
182,179,135,2
187,184,140,2
181,177,136,2
179,175,134,2
183,179,138,2
182,180,140,2
182,180,140,2
182,180,140,2
182,180,140,2
181,181,141,2
181,181,141,2
181,181,141,2
181,181,141,2
185,185,145,2
184,184,144,2
183,182,144,2
183,182,144,2
182,183,144,2
181,182,143,2
